stream_id,object_uid,timestamp[ns],x_min[pixel],x_max[pixel],y_min[pixel],y_max[pixel],visibility_ratio[%]
1201-1,106957734975303,59211741691899,538.0,561.0,278.0,300.0,1.0
1201-1,111305855142671,59211741691899,,,,,0.0
1201-1,96945373046044,59211741691899,561.0,582.0,333.0,364.0,1.0
1201-1,106957734975303,59211775019952,538.0,561.0,278.0,300.0,1.0
1201-1,111305855142671,59211775019952,,,,,0.0
1201-1,96945373046044,59211775019952,561.0,582.0,333.0,364.0,1.0
1201-1,106957734975303,59211808347948,538.0,561.0,278.0,300.0,1.0
1201-1,111305855142671,59211808347948,,,,,0.0
1201-1,96945373046044,59211808347948,561.0,582.0,333.0,364.0,1.0
1201-1,106957734975303,59211841676084,538.0,561.0,278.0,300.0,1.0
1201-1,111305855142671,59211841676084,,,,,0.0
1201-1,96945373046044,59211841676084,561.0,582.0,333.0,364.0,1.0
1201-1,106957734975303,59211875004297,538.0,561.0,278.0,300.0,1.0
1201-1,111305855142671,59211875004297,,,,,0.0
1201-1,96945373046044,59211875004297,561.0,582.0,333.0,364.0,1.0
1201-1,106957734975303,59211908332373,538.0,561.0,278.0,300.0,1.0
1201-1,111305855142671,59211908332373,,,,,0.0
1201-1,96945373046044,59211908332373,561.0,582.0,333.0,364.0,1.0
1201-1,106957734975303,59211941660448,538.0,561.0,278.0,300.0,1.0
1201-1,111305855142671,59211941660448,,,,,0.0
1201-1,96945373046044,59211941660448,561.0,582.0,333.0,364.0,1.0
1201-1,106957734975303,59211974988524,538.0,561.0,278.0,300.0,1.0
1201-1,111305855142671,59211974988524,,,,,0.0
1201-1,96945373046044,59211974988524,561.0,582.0,333.0,364.0,1.0
1201-1,106957734975303,59212008316600,538.0,561.0,278.0,300.0,1.0
1201-1,111305855142671,59212008316600,,,,,0.0
1201-1,96945373046044,59212008316600,561.0,582.0,333.0,364.0,1.0
1201-1,106957734975303,59212041644666,530.0,553.0,271.0,293.0,1.0
1201-1,111305855142671,59212041644666,635.0,661.0,91.0,139.0,0.0
1201-1,96945373046044,59212041644666,555.0,577.0,326.0,357.0,1.0
1201-1,106957734975303,59212074972710,520.0,544.0,263.0,286.0,1.0
1201-1,111305855142671,59212074972710,624.0,652.0,82.0,129.0,0.0
1201-1,96945373046044,59212074972710,548.0,570.0,317.0,348.0,1.0
1201-1,106957734975303,59212108300789,511.0,535.0,257.0,280.0,1.0
1201-1,111305855142671,59212108300789,613.0,643.0,75.0,121.0,0.2583732057416268
1201-1,96945373046044,59212108300789,541.0,564.0,309.0,340.0,1.0
1201-1,106957734975303,59212141628868,503.0,527.0,252.0,275.0,1.0
1201-1,111305855142671,59212141628868,603.0,634.0,69.0,114.0,0.4954128440366973
1201-1,96945373046044,59212141628868,534.0,559.0,303.0,334.0,1.0
1201-1,106957734975303,59212174956989,496.0,520.0,248.0,270.0,1.0
1201-1,111305855142671,59212174956989,594.0,626.0,63.0,108.0,0.6956521739130436
1201-1,96945373046044,59212174956989,528.0,553.0,298.0,328.0,1.0
1201-1,106957734975303,59212208285077,490.0,514.0,245.0,267.0,1.0
1201-1,111305855142671,59212208285077,588.0,621.0,60.0,104.0,0.8060344827586207
1201-1,96945373046044,59212208285077,523.0,549.0,294.0,325.0,1.0
1201-1,106957734975303,59212241612958,487.0,511.0,242.0,265.0,1.0
1201-1,111305855142671,59212241612958,584.0,617.0,57.0,101.0,0.6130434782608696
1201-1,96945373046044,59212241612958,520.0,546.0,291.0,322.0,1.0
1201-1,106957734975303,59212274973498,484.0,508.0,239.0,262.0,1.0
1201-1,111305855142671,59212274973498,580.0,613.0,54.0,98.0,0.6939655172413792
1201-1,96945373046044,59212274973498,518.0,544.0,288.0,318.0,1.0
1201-1,106957734975303,59212308301589,481.0,505.0,235.0,258.0,1.0
1201-1,111305855142671,59212308301589,576.0,610.0,50.0,94.0,0.7352941176470589
1201-1,96945373046044,59212308301589,516.0,542.0,284.0,314.0,1.0
1201-1,106957734975303,59212341629668,479.0,503.0,231.0,254.0,1.0
1201-1,111305855142671,59212341629668,572.0,606.0,47.0,90.0,0.7468354430379747
1201-1,96945373046044,59212341629668,514.0,540.0,280.0,311.0,1.0
1201-1,106957734975303,59212374957744,477.0,501.0,228.0,251.0,1.0
1201-1,111305855142671,59212374957744,570.0,604.0,44.0,86.0,0.7564102564102564
1201-1,96945373046044,59212374957744,513.0,539.0,276.0,307.0,1.0
1201-1,106957734975303,59212408285809,476.0,500.0,225.0,248.0,1.0
1201-1,111305855142671,59212408285809,568.0,602.0,41.0,83.0,0.7250000000000001
1201-1,96945373046044,59212408285809,512.0,539.0,273.0,304.0,1.0
1201-1,106957734975303,59212441613875,476.0,500.0,222.0,245.0,1.0
1201-1,111305855142671,59212441613875,567.0,601.0,38.0,80.0,0.6791666666666667
1201-1,96945373046044,59212441613875,513.0,540.0,270.0,301.0,1.0
1201-1,106957734975303,59212476637944,477.0,501.0,218.0,241.0,1.0
1201-1,111305855142671,59212476637944,566.0,600.0,35.0,77.0,0.6137339055793991
1201-1,96945373046044,59212476637944,514.0,541.0,266.0,298.0,1.0
1201-1,106957734975303,59212508366006,477.0,501.0,215.0,238.0,1.0
1201-1,111305855142671,59212508366006,565.0,599.0,32.0,73.0,0.5560165975103735
1201-1,96945373046044,59212508366006,515.0,542.0,263.0,295.0,1.0
1201-1,106957734975303,59212541694072,477.0,502.0,211.0,235.0,1.0
1201-1,111305855142671,59212541694072,564.0,597.0,28.0,69.0,0.5324675324675325
1201-1,96945373046044,59212541694072,515.0,543.0,259.0,291.0,1.0
1201-1,106957734975303,59212575022137,477.0,501.0,208.0,231.0,1.0
1201-1,111305855142671,59212575022137,562.0,595.0,24.0,65.0,0.4821428571428572
1201-1,96945373046044,59212575022137,516.0,544.0,255.0,288.0,1.0
1201-1,106957734975303,59212608350267,476.0,501.0,205.0,228.0,1.0
1201-1,111305855142671,59212608350267,560.0,593.0,21.0,62.0,0.4235807860262009
1201-1,96945373046044,59212608350267,516.0,545.0,252.0,285.0,1.0
1201-1,106957734975303,59212641678550,476.0,500.0,202.0,226.0,1.0
1201-1,111305855142671,59212641678550,557.0,590.0,18.0,58.0,0.3852813852813853
1201-1,96945373046044,59212641678550,516.0,545.0,249.0,282.0,1.0
1201-1,106957734975303,59212675006697,475.0,500.0,201.0,224.0,1.0
1201-1,111305855142671,59212675006697,553.0,587.0,16.0,55.0,0.3489361702127659
1201-1,96945373046044,59212675006697,516.0,546.0,247.0,280.0,1.0
1201-1,106957734975303,59212708334773,474.0,499.0,200.0,224.0,1.0
1201-1,111305855142671,59212708334773,550.0,583.0,13.0,52.0,0.38888888888888884
1201-1,96945373046044,59212708334773,517.0,546.0,246.0,279.0,1.0
1201-1,106957734975303,59212741662848,473.0,498.0,200.0,224.0,1.0
1201-1,111305855142671,59212741662848,545.0,579.0,12.0,50.0,0.39662447257383965
1201-1,96945373046044,59212741662848,517.0,547.0,245.0,279.0,1.0
1201-1,106957734975303,59212774990924,472.0,498.0,201.0,226.0,1.0
1201-1,111305855142671,59212774990924,540.0,574.0,11.0,48.0,0.44017094017094016
1201-1,96945373046044,59212774990924,518.0,549.0,246.0,279.0,1.0
1201-1,106957734975303,59212808319000,471.0,496.0,204.0,229.0,1.0
1201-1,111305855142671,59212808319000,534.0,568.0,11.0,48.0,0.4915254237288136
1201-1,96945373046044,59212808319000,518.0,549.0,247.0,281.0,1.0
1201-1,106957734975303,59212841647066,469.0,494.0,208.0,233.0,1.0
1201-1,111305855142671,59212841647066,527.0,561.0,12.0,48.0,0.48535564853556484
1201-1,96945373046044,59212841647066,517.0,549.0,250.0,284.0,1.0
1201-1,106957734975303,59212874975139,467.0,493.0,213.0,239.0,1.0
1201-1,111305855142671,59212874975139,520.0,554.0,14.0,50.0,0.4900398406374502
1201-1,96945373046044,59212874975139,517.0,550.0,254.0,287.0,1.0
1201-1,106957734975303,59212908303335,466.0,491.0,218.0,243.0,1.0
1201-1,111305855142671,59212908303335,514.0,548.0,17.0,52.0,0.49230769230769234
1201-1,96945373046044,59212908303335,517.0,550.0,257.0,290.0,1.0
1201-1,106957734975303,59212941631531,465.0,490.0,223.0,248.0,1.0
1201-1,111305855142671,59212941631531,508.0,542.0,19.0,54.0,0.4090909090909091
1201-1,96945373046044,59212941631531,518.0,552.0,260.0,293.0,1.0
1201-1,106957734975303,59212974959639,465.0,490.0,227.0,253.0,1.0
1201-1,111305855142671,59212974959639,503.0,537.0,22.0,55.0,0.45121951219512196
1201-1,96945373046044,59212974959639,519.0,553.0,263.0,296.0,1.0
1201-1,106957734975303,59213008287576,464.0,489.0,230.0,257.0,1.0
1201-1,111305855142671,59213008287576,497.0,531.0,24.0,57.0,0.5992217898832685
1201-1,96945373046044,59213008287576,519.0,553.0,265.0,298.0,1.0
1201-1,106957734975303,59213041615753,462.0,487.0,233.0,260.0,1.0
1201-1,111305855142671,59213041615753,491.0,525.0,26.0,58.0,0.8259109311740891
1201-1,96945373046044,59213041615753,519.0,553.0,266.0,299.0,1.0
1201-1,106957734975303,59213074975848,461.0,486.0,236.0,263.0,1.0
1201-1,111305855142671,59213074975848,485.0,519.0,27.0,60.0,0.8740157480314961
1201-1,96945373046044,59213074975848,519.0,553.0,268.0,301.0,1.0
1201-1,106957734975303,59213108303976,460.0,484.0,239.0,265.0,1.0
1201-1,111305855142671,59213108303976,480.0,515.0,28.0,61.0,0.8645418326693227
1201-1,96945373046044,59213108303976,519.0,553.0,269.0,302.0,1.0
1201-1,106957734975303,59213141632104,460.0,484.0,241.0,268.0,1.0
1201-1,111305855142671,59213141632104,476.0,511.0,29.0,62.0,0.8333333333333334
1201-1,96945373046044,59213141632104,520.0,554.0,270.0,302.0,1.0
1201-1,106957734975303,59213174960233,460.0,485.0,244.0,271.0,1.0
1201-1,111305855142671,59213174960233,472.0,507.0,30.0,63.0,0.896
1201-1,96945373046044,59213174960233,521.0,555.0,272.0,304.0,1.0
1201-1,106957734975303,59213208288361,461.0,485.0,247.0,274.0,1.0
1201-1,111305855142671,59213208288361,469.0,504.0,32.0,65.0,0.9641434262948207
1201-1,96945373046044,59213208288361,522.0,556.0,274.0,305.0,1.0
1201-1,106957734975303,59213241616444,461.0,485.0,250.0,277.0,1.0
1201-1,111305855142671,59213241616444,466.0,502.0,33.0,67.0,1.0
1201-1,96945373046044,59213241616444,523.0,557.0,276.0,307.0,1.0
1201-1,106957734975303,59213274976452,462.0,485.0,254.0,280.0,1.0
1201-1,111305855142671,59213274976452,463.0,499.0,35.0,69.0,1.0
1201-1,96945373046044,59213274976452,524.0,558.0,278.0,309.0,1.0
1201-1,106957734975303,59213308304673,462.0,486.0,257.0,284.0,1.0
1201-1,111305855142671,59213308304673,460.0,496.0,37.0,71.0,1.0
1201-1,96945373046044,59213308304673,525.0,559.0,281.0,311.0,1.0
1201-1,106957734975303,59213341632881,463.0,486.0,260.0,287.0,1.0
1201-1,111305855142671,59213341632881,458.0,494.0,38.0,73.0,1.0
1201-1,96945373046044,59213341632881,526.0,560.0,283.0,313.0,1.0
1201-1,106957734975303,59213374960853,464.0,487.0,264.0,291.0,1.0
1201-1,111305855142671,59213374960853,455.0,492.0,39.0,75.0,1.0
1201-1,96945373046044,59213374960853,527.0,561.0,286.0,315.0,1.0
1201-1,106957734975303,59213408288965,465.0,488.0,267.0,294.0,1.0
1201-1,111305855142671,59213408288965,453.0,491.0,40.0,76.0,1.0
1201-1,96945373046044,59213408288965,528.0,562.0,288.0,317.0,1.0
1201-1,106957734975303,59213441617064,467.0,490.0,271.0,298.0,1.0
1201-1,111305855142671,59213441617064,452.0,490.0,41.0,78.0,1.0
1201-1,96945373046044,59213441617064,530.0,564.0,290.0,319.0,1.0
1201-1,106957734975303,59213476641169,468.0,491.0,274.0,301.0,1.0
1201-1,111305855142671,59213476641169,450.0,489.0,41.0,79.0,1.0
1201-1,96945373046044,59213476641169,531.0,565.0,293.0,321.0,1.0
1201-1,106957734975303,59213508369251,470.0,492.0,278.0,305.0,1.0
1201-1,111305855142671,59213508369251,449.0,488.0,42.0,80.0,1.0
1201-1,96945373046044,59213508369251,533.0,566.0,296.0,323.0,1.0
1201-1,106957734975303,59213541697363,472.0,494.0,282.0,309.0,1.0
1201-1,111305855142671,59213541697363,447.0,488.0,42.0,81.0,1.0
1201-1,96945373046044,59213541697363,535.0,568.0,299.0,326.0,1.0
1201-1,106957734975303,59213575025462,474.0,497.0,287.0,314.0,1.0
1201-1,111305855142671,59213575025462,447.0,488.0,42.0,82.0,1.0
1201-1,96945373046044,59213575025462,537.0,570.0,303.0,329.0,1.0
1201-1,106957734975303,59213608353564,477.0,499.0,291.0,319.0,1.0
1201-1,111305855142671,59213608353564,447.0,490.0,43.0,84.0,1.0
1201-1,96945373046044,59213608353564,539.0,572.0,307.0,333.0,1.0
1201-1,106957734975303,59213641681675,480.0,502.0,296.0,324.0,1.0
1201-1,111305855142671,59213641681675,448.0,491.0,43.0,85.0,1.0
1201-1,96945373046044,59213641681675,542.0,575.0,311.0,336.0,1.0
1201-1,106957734975303,59213675009796,483.0,505.0,302.0,329.0,1.0
1201-1,111305855142671,59213675009796,448.0,493.0,43.0,86.0,1.0
1201-1,96945373046044,59213675009796,545.0,577.0,316.0,340.0,1.0
1201-1,106957734975303,59213708337916,486.0,508.0,307.0,334.0,1.0
1201-1,111305855142671,59213708337916,449.0,495.0,42.0,87.0,1.0
1201-1,96945373046044,59213708337916,547.0,579.0,320.0,344.0,1.0
1201-1,106957734975303,59213741666037,488.0,510.0,312.0,339.0,1.0
1201-1,111305855142671,59213741666037,450.0,497.0,42.0,87.0,1.0
1201-1,96945373046044,59213741666037,549.0,581.0,325.0,347.0,1.0
1201-1,106957734975303,59213774994158,490.0,512.0,316.0,343.0,1.0
1201-1,111305855142671,59213774994158,451.0,500.0,41.0,88.0,1.0
1201-1,96945373046044,59213774994158,551.0,582.0,329.0,350.0,1.0
1201-1,106957734975303,59213808322279,491.0,514.0,320.0,347.0,1.0
1201-1,111305855142671,59213808322279,452.0,502.0,40.0,88.0,1.0
1201-1,96945373046044,59213808322279,551.0,583.0,332.0,353.0,1.0
1201-1,106957734975303,59213841650400,492.0,515.0,324.0,351.0,1.0
1201-1,111305855142671,59213841650400,454.0,505.0,39.0,88.0,1.0
1201-1,96945373046044,59213841650400,552.0,583.0,336.0,357.0,1.0
1201-1,106957734975303,59213874978518,492.0,514.0,327.0,354.0,1.0
1201-1,111305855142671,59213874978518,454.0,507.0,39.0,88.0,1.0
1201-1,96945373046044,59213874978518,551.0,582.0,339.0,359.0,1.0
1201-1,106957734975303,59213908306613,492.0,515.0,330.0,357.0,1.0
1201-1,111305855142671,59213908306613,456.0,510.0,38.0,88.0,0.980246913580247
1201-1,96945373046044,59213908306613,551.0,582.0,342.0,362.0,1.0
1201-1,106957734975303,59213941634667,492.0,515.0,333.0,360.0,1.0
1201-1,111305855142671,59213941634667,459.0,513.0,37.0,88.0,0.9498806682577565
1201-1,96945373046044,59213941634667,551.0,582.0,345.0,364.0,1.0
1201-1,106957734975303,59213974962721,492.0,515.0,334.0,361.0,1.0
1201-1,111305855142671,59213974962721,461.0,515.0,37.0,88.0,0.9479905437352246
1201-1,96945373046044,59213974962721,550.0,581.0,347.0,366.0,1.0
1201-1,106957734975303,59214008290819,492.0,514.0,336.0,363.0,1.0
1201-1,111305855142671,59214008290819,463.0,518.0,37.0,89.0,0.9426605504587156
1201-1,96945373046044,59214008290819,549.0,580.0,348.0,367.0,1.0
1201-1,106957734975303,59214041618981,492.0,515.0,337.0,364.0,1.0
1201-1,111305855142671,59214041618981,465.0,521.0,37.0,89.0,0.9376391982182628
1201-1,96945373046044,59214041618981,549.0,580.0,350.0,369.0,1.0
1201-1,106957734975303,59214074947002,492.0,514.0,338.0,365.0,1.0
1201-1,111305855142671,59214074947002,467.0,523.0,37.0,89.0,0.9393258426966292
1201-1,96945373046044,59214074947002,549.0,579.0,351.0,369.0,1.0
1201-1,106957734975303,59214108307210,492.0,515.0,339.0,365.0,1.0
1201-1,111305855142671,59214108307210,469.0,525.0,37.0,90.0,0.9388646288209607
1201-1,96945373046044,59214108307210,549.0,580.0,352.0,370.0,1.0
1201-1,106957734975303,59214141635306,493.0,516.0,339.0,365.0,1.0
1201-1,111305855142671,59214141635306,471.0,527.0,37.0,90.0,0.935064935064935
1201-1,96945373046044,59214141635306,550.0,580.0,352.0,370.0,1.0
1201-1,106957734975303,59214174963402,494.0,517.0,339.0,365.0,1.0
1201-1,111305855142671,59214174963402,471.0,527.0,37.0,90.0,0.9388646288209607
1201-1,96945373046044,59214174963402,550.0,581.0,352.0,370.0,1.0
1201-1,106957734975303,59214208291520,495.0,518.0,339.0,365.0,1.0
1201-1,111305855142671,59214208291520,472.0,528.0,37.0,90.0,0.9388646288209607
1201-1,96945373046044,59214208291520,551.0,581.0,352.0,370.0,1.0
1201-1,106957734975303,59214241619675,495.0,518.0,338.0,364.0,1.0
1201-1,111305855142671,59214241619675,472.0,527.0,37.0,91.0,0.9498910675381264
1201-1,96945373046044,59214241619675,551.0,582.0,352.0,370.0,1.0
1201-1,106957734975303,59214274947746,496.0,518.0,337.0,363.0,1.0
1201-1,111305855142671,59214274947746,472.0,527.0,37.0,91.0,0.9513274336283186
1201-1,96945373046044,59214274947746,551.0,581.0,351.0,369.0,1.0
1201-1,106957734975303,59214308323816,495.0,518.0,335.0,361.0,1.0
1201-1,111305855142671,59214308323816,472.0,527.0,36.0,90.0,0.9584245076586433
1201-1,96945373046044,59214308323816,551.0,581.0,349.0,368.0,1.0
1201-1,106957734975303,59214341651943,495.0,518.0,332.0,358.0,1.0
1201-1,111305855142671,59214341651943,472.0,527.0,34.0,90.0,0.9553752535496958
1201-1,96945373046044,59214341651943,551.0,581.0,347.0,366.0,1.0
1201-1,106957734975303,59214374980185,497.0,520.0,330.0,356.0,1.0
1201-1,111305855142671,59214374980185,471.0,528.0,32.0,91.0,0.9577205882352942
1201-1,96945373046044,59214374980185,552.0,582.0,346.0,365.0,1.0
1201-1,106957734975303,59214408308262,499.0,521.0,329.0,355.0,1.0
1201-1,111305855142671,59214408308262,469.0,530.0,31.0,92.0,0.9598603839441536
1201-1,96945373046044,59214408308262,554.0,583.0,344.0,364.0,1.0
1201-1,106957734975303,59214442468341,501.0,523.0,327.0,353.0,1.0
1201-1,111305855142671,59214442468341,467.0,532.0,30.0,95.0,0.9670710571923743
1201-1,96945373046044,59214442468341,555.0,585.0,343.0,363.0,1.0
1201-1,106957734975303,59214475796418,503.0,525.0,325.0,351.0,1.0
1201-1,111305855142671,59214475796418,466.0,534.0,30.0,98.0,0.9588815789473685
1201-1,96945373046044,59214475796418,557.0,586.0,342.0,362.0,1.0
1201-1,106957734975303,59214508372493,505.0,528.0,323.0,349.0,1.0
1201-1,111305855142671,59214508372493,467.0,535.0,29.0,101.0,0.9554597701149425
1201-1,96945373046044,59214508372493,559.0,588.0,341.0,361.0,1.0
1201-1,106957734975303,59214541700570,509.0,531.0,321.0,348.0,1.0
1201-1,111305855142671,59214541700570,469.0,536.0,28.0,103.0,0.9593392630241423
1201-1,96945373046044,59214541700570,562.0,591.0,340.0,361.0,1.0
1201-1,106957734975303,59214575028655,512.0,534.0,319.0,345.0,1.0
1201-1,111305855142671,59214575028655,471.0,536.0,27.0,105.0,0.9645714285714285
1201-1,96945373046044,59214575028655,565.0,594.0,339.0,361.0,1.0
1201-1,106957734975303,59214608356786,514.0,536.0,316.0,342.0,1.0
1201-1,111305855142671,59214608356786,472.0,535.0,26.0,105.0,0.9680511182108626
1201-1,96945373046044,59214608356786,566.0,595.0,337.0,360.0,1.0
1201-1,106957734975303,59214641685010,515.0,538.0,312.0,339.0,1.0
1201-1,111305855142671,59214641685010,470.0,533.0,23.0,105.0,0.9736575481256332
1201-1,96945373046044,59214641685010,568.0,596.0,334.0,357.0,1.0
1201-1,106957734975303,59214675013236,517.0,540.0,308.0,335.0,1.0
1201-1,111305855142671,59214675013236,466.0,530.0,21.0,104.0,0.9765258215962441
1201-1,96945373046044,59214675013236,570.0,598.0,331.0,355.0,1.0
1201-1,106957734975303,59214708341252,519.0,541.0,304.0,330.0,1.0
1201-1,111305855142671,59214708341252,461.0,526.0,18.0,103.0,0.9811320754716981
1201-1,96945373046044,59214708341252,571.0,599.0,327.0,352.0,1.0
1201-1,106957734975303,59214741669361,520.0,542.0,300.0,327.0,1.0
1201-1,111305855142671,59214741669361,454.0,523.0,16.0,102.0,0.9849874895746455
1201-1,96945373046044,59214741669361,572.0,600.0,325.0,350.0,1.0
1201-1,106957734975303,59214774997474,522.0,544.0,297.0,324.0,1.0
1201-1,111305855142671,59214774997474,447.0,520.0,14.0,102.0,0.9880573248407644
1201-1,96945373046044,59214774997474,574.0,602.0,323.0,349.0,1.0
1201-1,106957734975303,59214808325588,524.0,546.0,295.0,322.0,1.0
1201-1,111305855142671,59214808325588,440.0,518.0,13.0,102.0,0.9910780669144982
1201-1,96945373046044,59214808325588,576.0,604.0,321.0,348.0,1.0
1201-1,106957734975303,59214841653701,526.0,548.0,293.0,319.0,1.0
1201-1,111305855142671,59214841653701,432.0,516.0,12.0,102.0,0.9942528735632183
1201-1,96945373046044,59214841653701,578.0,606.0,319.0,347.0,1.0
1201-1,106957734975303,59214874981814,528.0,551.0,290.0,317.0,1.0
1201-1,111305855142671,59214874981814,426.0,514.0,11.0,102.0,0.994546693933197
1201-1,96945373046044,59214874981814,579.0,608.0,318.0,346.0,1.0
1201-1,106957734975303,59214908309904,529.0,552.0,287.0,314.0,1.0
1201-1,111305855142671,59214908309904,420.0,512.0,10.0,102.0,0.9960212201591512
1201-1,96945373046044,59214908309904,581.0,609.0,316.0,344.0,1.0
1201-1,106957734975303,59214941637990,530.0,553.0,284.0,311.0,1.0
1201-1,111305855142671,59214941637990,415.0,509.0,8.0,102.0,0.9961904761904762
1201-1,96945373046044,59214941637990,581.0,610.0,313.0,343.0,1.0
1201-1,106957734975303,59214974966161,530.0,553.0,281.0,307.0,1.0
1201-1,111305855142671,59214974966161,412.0,507.0,6.0,101.0,0.9937616968184654
1201-1,96945373046044,59214974966161,581.0,610.0,310.0,340.0,1.0
1201-1,106957734975303,59215008294098,530.0,553.0,277.0,303.0,1.0
1201-1,111305855142671,59215008294098,409.0,505.0,6.0,100.0,0.9951719975859988
1201-1,96945373046044,59215008294098,582.0,610.0,307.0,337.0,1.0
1201-1,106957734975303,59215041622312,530.0,553.0,274.0,300.0,1.0
1201-1,111305855142671,59215041622312,409.0,505.0,7.0,100.0,0.9970570924072985
1201-1,96945373046044,59215041622312,582.0,611.0,304.0,335.0,1.0
1201-1,106957734975303,59215074950420,531.0,554.0,271.0,297.0,1.0
1201-1,111305855142671,59215074950420,411.0,507.0,7.0,100.0,0.9954128440366973
1201-1,96945373046044,59215074950420,583.0,612.0,301.0,333.0,1.0
1201-1,106957734975303,59215108310473,531.0,555.0,268.0,294.0,1.0
1201-1,111305855142671,59215108310473,413.0,509.0,8.0,101.0,0.9971623155505108
1201-1,96945373046044,59215108310473,583.0,612.0,299.0,331.0,1.0
1201-1,106957734975303,59215141638425,531.0,554.0,263.0,290.0,1.0
1201-1,111305855142671,59215141638425,412.0,511.0,9.0,101.0,0.9977777777777778
1201-1,96945373046044,59215141638425,583.0,612.0,295.0,327.0,1.0
1201-1,106957734975303,59215174966439,530.0,553.0,259.0,285.0,1.0
1201-1,111305855142671,59215174966439,411.0,513.0,9.0,100.0,0.998914223669924
1201-1,96945373046044,59215174966439,582.0,612.0,290.0,323.0,1.0
1201-1,106957734975303,59215208294910,528.0,552.0,254.0,280.0,1.0
1201-1,111305855142671,59215208294910,411.0,515.0,9.0,99.0,1.0
