timestamp[ns],stream_id,mask
59214541700570,1201-1,True
59214574933130,214-1,True
59214575028643,1201-2,True
59214575028655,1201-1,True
59214608264723,214-1,True
59214608356774,1201-2,True
59214608356786,1201-1,True
59214641586609,214-1,True
59214641684998,1201-2,True
59214641685010,1201-1,True
59214674929712,214-1,True
59214675013224,1201-2,True
59214675013236,1201-1,True
59214708263726,214-1,True
59214708341240,1201-2,True
59214708341252,1201-1,True
59214741589249,214-1,True
59214741669349,1201-2,True
59214741669361,1201-1,True
59214774912037,214-1,True
59214774997462,1201-2,True
59214774997474,1201-1,True
59214808229650,214-1,True
59214808325576,1201-2,True
59214808325588,1201-1,True
59214841557089,214-1,True
59214841653689,1201-2,True
59214841653701,1201-1,True
59214874883914,214-1,True
59214874981802,1201-2,True
59214874981814,1201-1,True
59214908216542,214-1,True
59214908309892,1201-2,True
59214908309904,1201-1,True
59214941540377,214-1,True
59214941637978,1201-2,True
59214941637990,1201-1,True
59214974872225,214-1,True
59214974966149,1201-2,True
59214974966161,1201-1,True
59215008199410,214-1,True
59215008294086,1201-2,True
59215008294098,1201-1,True
59215041531500,214-1,True
59215041622300,1201-2,True
59215041622312,1201-1,True
59215074855308,214-1,True
59215074950408,1201-2,True
59215074950420,1201-1,True
59215108215161,214-1,True
59215108310461,1201-2,True
59215108310473,1201-1,True
59215141540238,214-1,True
59215141638413,1201-2,True
59215141638425,1201-1,True
59215174868825,214-1,True
59215174966427,1201-2,True
59215174966439,1201-1,True
59215208198348,214-1,True
59215208294898,1201-2,True
59215208294910,1201-1,True
59215241525147,214-1,True
59215241622997,1201-2,True
59215241623009,1201-1,True
59215274858197,214-1,True
59215274950869,1201-2,True
59215274950881,1201-1,True
59215308219191,214-1,True
59215308278292,1201-2,True
59215308278304,1201-1,True
59215341541459,214-1,True
59215341638510,1201-2,True
59215341638522,1201-1,True
59215374873427,214-1,True
59215374966728,1201-2,True
59215374966740,1201-1,True
59215408200770,214-1,True
59215408294946,1201-2,True
59215408294958,1201-1,True
59215441529275,214-1,True
59215441623164,1201-2,True
59215441623176,1201-1,True
59215475704462,214-1,True
59215475799387,1201-2,True
59215475799399,1201-1,True
59215508282125,214-1,True
59215508375600,1201-2,True
59215508375612,1201-1,True
59215541616930,214-1,True
59215541703818,1201-2,True
59215541703830,1201-1,True
59215574939561,214-1,True
59215575032036,1201-2,True
59215575032048,1201-1,True
59215608267061,214-1,True
59215608360199,1201-2,True
59215608360211,1201-1,True
59215641598193,214-1,True
59215641688295,1201-2,True
59215641688307,1201-1,True
59215674925811,214-1,True
59215675016574,1201-2,True
59215675016586,1201-1,True
59215708260496,214-1,True
59215708344470,1201-2,True
59215708344482,1201-1,True
59215741602589,214-1,True
59215741672353,1201-2,True
59215741672365,1201-1,True
59215774907770,214-1,True
59215775000534,1201-2,True
59215775000546,1201-1,True
59215808235289,214-1,True
59215808328715,1201-2,True
59215808328727,1201-1,True
59215841562345,214-1,True
59215841656896,1201-2,True
59215841656908,1201-1,True
59215874888476,214-1,True
59215874985077,1201-2,True
59215874985089,1201-1,True
59215908214576,214-1,True
59215908313214,1201-2,True
59215908313226,1201-1,True
59215941546606,214-1,True
59215941641244,1201-2,True
59215941641256,1201-1,True
59215974877737,214-1,True
59215974969337,1201-2,True
59215974969349,1201-1,True
59216008207505,214-1,True
59216008297431,1201-2,True
59216008297443,1201-1,True
59216041531011,214-1,True
59216041625524,1201-2,True
59216041625536,1201-1,True
59216074855854,214-1,True
59216074953617,1201-2,True
59216074953629,1201-1,True
59216108184479,214-1,True
59216108281742,1201-2,True
59216108281754,1201-1,True
59216141545391,214-1,True
59216141641815,1201-2,True
59216141641827,1201-1,True
59216174872346,214-1,True
59216174969445,1201-2,True
59216174969457,1201-1,True
59216208199312,214-1,True
59216208297074,1201-2,True
59216208297086,1201-1,True
59216241526522,214-1,True
59216241624949,1201-2,True
59216241624961,1201-1,True
59216274858176,214-1,True
59216274953565,1201-2,True
59216274953577,1201-1,True
59216308186130,214-1,True
59216308282182,1201-2,True
59216308282194,1201-1,True
59216341543747,214-1,True
59216341642672,1201-2,True
59216341642684,1201-1,True
59216374874890,214-1,True
59216374970778,1201-2,True
59216374970790,1201-1,True
59216408210210,214-1,True
59216408298885,1201-2,True
59216408298897,1201-1,True
59216442386644,214-1,True
59216442474994,1201-2,True
59216442475006,1201-1,True
59216475714087,214-1,True
59216475803100,1201-2,True
59216475803112,1201-1,True
59216508289316,214-1,True
59216508379204,1201-2,True
59216508379216,1201-1,True
59216541607710,214-1,True
59216541707311,1201-2,True
59216541707323,1201-1,True
59216574938803,214-1,True
59216575035352,1201-2,True
59216575035364,1201-1,True
59216608266117,214-1,True
59216608363343,1201-2,True
59216608363355,1201-1,True
59216641593824,214-1,True
59216641691713,1201-2,True
59216641691725,1201-1,True
59216674921340,214-1,True
59216675019890,1201-2,True
59216675019902,1201-1,True
59216708256133,214-1,True
59216708347933,1201-2,True
59216708347945,1201-1,True
59216741587278,214-1,True
59216741676003,1201-2,True
59216741676015,1201-1,True
59216774922192,214-1,True
59216775004167,1201-2,True
59216775004179,1201-1,True
59216808243135,214-1,True
59216808332273,1201-2,True
59216808332285,1201-1,True
59216841570579,214-1,True
59216841660379,1201-2,True
59216841660391,1201-1,True
59216874898010,214-1,True
59216874988485,1201-2,True
59216874988497,1201-1,True
59216908225453,214-1,True
59216908316591,1201-2,True
59216908316603,1201-1,True
59216941556563,214-1,True
59216941644663,1201-2,True
59216941644675,1201-1,True
59216974883683,214-1,True
59216974972443,1201-2,True
59216974972455,1201-1,True
59217008210525,214-1,True
59217008299951,1201-2,True
59217008299963,1201-1,True
59217041538258,214-1,True
59217041628359,1201-2,True
59217041628371,1201-1,True
59217074866004,214-1,True
59217074956768,1201-2,True
59217074956780,1201-1,True
59217108193620,214-1,True
59217108285095,1201-2,True
59217108285107,1201-1,True
59217141524818,214-1,True
59217141613206,1201-2,True
59217141613218,1201-1,True
59217174882087,214-1,True
59217174973388,1201-2,True
59217174973400,1201-1,True
59217208213300,214-1,True
59217208301525,1201-2,True
59217208301537,1201-1,True
59217241551937,214-1,True
59217241629662,1201-2,True
59217241629674,1201-1,True
59217274868217,214-1,True
59217274957817,1201-2,True
59217274957829,1201-1,True
59217308187845,214-1,True
59217308285983,1201-2,True
59217308285995,1201-1,True
59217341516369,214-1,True
59217341614007,1201-2,True
59217341614019,1201-1,True
59217374876058,214-1,True
59217374974034,1201-2,True
59217374974046,1201-1,True
59217408203516,214-1,True
59217408302154,1201-2,True
59217408302166,1201-1,True
59217441530975,214-1,True
59217441630275,1201-2,True
59217441630287,1201-1,True
59217474862133,214-1,True
59217474958396,1201-2,True
59217474958408,1201-1,True
59217508267792,214-1,True
59217508366517,1201-2,True
59217508366529,1201-1,True
59217541595250,214-1,True
59217541694638,1201-2,True
59217541694650,1201-1,True
59217574926409,214-1,True
59217575022759,1201-2,True
59217575022771,1201-1,True
59217608253848,214-1,True
59217608350861,1201-2,True
59217608350873,1201-1,True
59217641596906,214-1,True
59217641678957,1201-2,True
59217641678969,1201-1,True
59217674921865,214-1,True
59217675007165,1201-2,True
59217675007177,1201-1,True
59217708244413,214-1,True
59217708335264,1201-2,True
59217708335276,1201-1,True
59217741566512,214-1,True
59217741663362,1201-2,True
59217741663374,1201-1,True
59217774893947,214-1,True
59217774991460,1201-2,True
59217774991472,1201-1,True
59217808221383,214-1,True
59217808319559,1201-2,True
59217808319571,1201-1,True
59217841548799,214-1,True
59217841647688,1201-2,True
59217841647700,1201-1,True
59217874876325,214-1,True
59217874975875,1201-2,True
59217874975887,1201-1,True
59217908203737,214-1,True
59217908303963,1201-2,True
59217908303975,1201-1,True
59217941534875,214-1,True
59217941632050,1201-2,True
59217941632062,1201-1,True
59217974862298,214-1,True
59217974960149,1201-2,True
59217974960161,1201-1,True
59218008189754,214-1,True
59218008288267,1201-2,True
59218008288279,1201-1,True
59218041517144,214-1,True
59218041616319,1201-2,True
59218041616331,1201-1,True
59218074878026,214-1,True
59218074976377,1201-2,True
59218074976389,1201-1,True
59218108205561,214-1,True
59218108304574,1201-2,True
59218108304586,1201-1,True
59218141532944,214-1,True
59218141632619,1201-2,True
59218141632631,1201-1,True
59218174860352,214-1,True
59218174960702,1201-2,True
59218174960714,1201-1,True
59218208201110,214-1,True
59218208288911,1201-2,True
59218208288923,1201-1,True
59218241522371,214-1,True
59218241617135,1201-2,True
59218241617147,1201-1,True
59218274883531,214-1,True
59218274977256,1201-2,True
59218274977268,1201-1,True
59218308214716,214-1,True
59218308305190,1201-2,True
59218308305202,1201-1,True
59218341541979,214-1,True
59218341633119,1201-2,True
59218341633131,1201-1,True
59218374869986,214-1,True
59218374961587,1201-2,True
59218374961599,1201-1,True
59218408197409,214-1,True
59218408289672,1201-2,True
59218408289684,1201-1,True
59218441528532,214-1,True
59218441617757,1201-2,True
59218441617769,1201-1,True
59218475719870,214-1,True
59218475809845,1201-2,True
59218475809857,1201-1,True
59218508280165,214-1,True
59218508369928,1201-2,True
59218508369940,1201-1,True
59218541607588,214-1,True
59218541698013,1201-2,True
59218541698025,1201-1,True
59218574934998,214-1,True
59218575026099,1201-2,True
59218575026111,1201-1,True
59218608262033,214-1,True
59218608354208,1201-2,True
59218608354220,1201-1,True
59218641591949,214-1,True
59218641682463,1201-2,True
59218641682475,1201-1,True
59218674920774,214-1,True
59218675010786,1201-2,True
59218675010798,1201-1,True
59218708257378,214-1,True
59218708338728,1201-2,True
59218708338740,1201-1,True
59218741574831,214-1,True
59218741666844,1201-2,True
59218741666856,1201-1,True
59218774899697,214-1,True
59218774994960,1201-2,True
59218774994972,1201-1,True
59218808233226,214-1,True
59218808323076,1201-2,True
59218808323088,1201-1,True
59218841556716,214-1,True
59218841651192,1201-2,True
59218841651204,1201-1,True
59218874881618,214-1,True
59218874979293,1201-2,True
59218874979305,1201-1,True
59218908213681,214-1,True
59218908307356,1201-2,True
59218908307368,1201-1,True
59218941543418,214-1,True
59218941635431,1201-2,True
59218941635443,1201-1,True
59218974895531,214-1,True
59218974963506,1201-2,True
59218974963518,1201-1,True
59219008195307,214-1,True
59219008291608,1201-2,True
59219008291620,1201-1,True
59219041528851,214-1,True
59219041619776,1201-2,True
59219041619788,1201-1,True
59219074851174,214-1,True
59219074947900,1201-2,True
59219074947912,1201-1,True
59219108218223,214-1,True
59219108308023,1201-2,True
59219108308035,1201-1,True
59219141542921,214-1,True
59219141636146,1201-2,True
59219141636158,1201-1,True
59219174869169,214-1,True
59219174964270,1201-2,True
59219174964282,1201-1,True
59219208201508,214-1,True
59219208292358,1201-2,True
59219208292370,1201-1,True
59219241528859,214-1,True
59219241620372,1201-2,True
59219241620384,1201-1,True
59219274854877,214-1,True
59219274948477,1201-2,True
59219274948489,1201-1,True
59219308215854,214-1,True
59219308308579,1201-2,True
59219308308591,1201-1,True
59219341543272,214-1,True
59219341636697,1201-2,True
59219341636709,1201-1,True
59219374874465,214-1,True
59219374964815,1201-2,True
59219374964827,1201-1,True
59219408201883,214-1,True
59219408292933,1201-2,True
59219408292945,1201-1,True
59219441529326,214-1,True
59219441621051,1201-2,True
59219441621063,1201-1,True
59219476554825,214-1,True
59219476629175,1201-2,True
59219476629187,1201-1,True
59219508281063,214-1,True
59219508373288,1201-2,True
59219508373300,1201-1,True
59219541608518,214-1,True
59219541701406,1201-2,True
59219541701418,1201-1,True
59219574935924,214-1,True
59219575029524,1201-2,True
59219575029536,1201-1,True
59219608267101,214-1,True
59219608357615,1201-2,True
59219608357627,1201-1,True
59219641594456,214-1,True
59219641685682,1201-2,True
59219641685694,1201-1,True
59219674925776,214-1,True
59219675013915,1201-2,True
59219675013927,1201-1,True
59219708260701,214-1,True
59219708342090,1201-2,True
59219708342102,1201-1,True
59219741595594,214-1,True
59219741670194,1201-2,True
59219741670206,1201-1,True
59219774904402,214-1,True
59219774998290,1201-2,True
59219774998302,1201-1,True
59219808235536,214-1,True
59219808326386,1201-2,True
59219808326398,1201-1,True
59219841562969,214-1,True
59219841654482,1201-2,True
59219841654494,1201-1,True
59219874920814,214-1,True
59219875014578,1201-2,True
59219875014590,1201-1,True
59219908255638,214-1,True
59219908342652,1201-2,True
59219908342664,1201-1,True
59219941589296,214-1,True
59219941670685,1201-2,True
59219941670697,1201-1,True
59219974902243,214-1,True
59219974998793,1201-2,True
59219974998805,1201-1,True
59220008225976,214-1,True
59220008326901,1201-2,True
59220008326913,1201-1,True
59220041563409,214-1,True
59220041655010,1201-2,True
59220041655022,1201-1,True
59220074884980,214-1,True
59220074983118,1201-2,True
59220074983130,1201-1,True
59220108222466,214-1,True
59220108311267,1201-2,True
59220108311279,1201-1,True
59220141541126,214-1,True
59220141639223,1201-2,True
59220141639235,1201-1,True
59220174869549,214-1,True
59220174966727,1201-2,True
59220174966739,1201-1,True
59220208197694,214-1,True
59220208295545,1201-2,True
59220208295557,1201-1,True
59220241531732,214-1,True
59220241623782,1201-2,True
59220241623794,1201-1,True
59220274861208,214-1,True
59220274951883,1201-2,True
59220274951895,1201-1,True
59220308238433,214-1,True
59220308311983,1201-2,True
59220308311995,1201-1,True
59220341563946,214-1,True
59220341640084,1201-2,True
59220341640096,1201-1,True
59220374889459,214-1,True
59220374968184,1201-2,True
59220374968196,1201-1,True
59220408219860,214-1,True
59220408296285,1201-2,True
59220408296297,1201-1,True
59220441546535,214-1,True
59220441624385,1201-2,True
59220441624397,1201-1,True
59220475704763,214-1,True
59220475800488,1201-2,True
59220475800500,1201-1,True
59220508282736,214-1,True
59220508376586,1201-2,True
59220508376598,1201-1,True
59220541613174,214-1,True
59220541704687,1201-2,True
59220541704699,1201-1,True
59220574939437,214-1,True
59220575032787,1201-2,True
59220575032799,1201-1,True
59220608266898,214-1,True
59220608360911,1201-2,True
59220608360923,1201-1,True
59220641594459,214-1,True
59220641689135,1201-2,True
59220641689147,1201-1,True
59220674925727,214-1,True
59220675017365,1201-2,True
59220675017377,1201-1,True
59220708256789,214-1,True
59220708345390,1201-2,True
59220708345402,1201-1,True
59220741591701,214-1,True
59220741673501,1201-2,True
59220741673513,1201-1,True
59220774907986,214-1,True
59220775001625,1201-2,True
59220775001637,1201-1,True
59220808235398,214-1,True
59220808329748,1201-2,True
59220808329760,1201-1,True
59220841562858,214-1,True
59220841657872,1201-2,True
59220841657884,1201-1,True
59220874887107,214-1,True
59220874985995,1201-2,True
59220874986007,1201-1,True
59220908218258,214-1,True
59220908314108,1201-2,True
59220908314120,1201-1,True
59220941550594,214-1,True
59220941642194,1201-2,True
59220941642206,1201-1,True
59220974872687,214-1,True
59220974970287,1201-2,True
59220974970299,1201-1,True
59221008203830,214-1,True
59221008298381,1201-2,True
59221008298393,1201-1,True
59221041529874,214-1,True
59221041626474,1201-2,True
59221041626486,1201-1,True
59221074857092,214-1,True
59221074954567,1201-2,True
59221074954579,1201-1,True
59221108189383,214-1,True
59221108282646,1201-2,True
59221108282658,1201-1,True
59221141550047,214-1,True
59221141642685,1201-2,True
59221141642697,1201-1,True
59221174876083,214-1,True
59221174970759,1201-2,True
59221174970771,1201-1,True
59221208203329,214-1,True
59221208298879,1201-2,True
59221208298891,1201-1,True
59221241535450,214-1,True
59221241627000,1201-2,True
59221241627012,1201-1,True
59221274859191,214-1,True
59221274955167,1201-2,True
59221274955179,1201-1,True
59221308182888,214-1,True
59221308283439,1201-2,True
59221308283451,1201-1,True
59221341549949,214-1,True
59221341643588,1201-2,True
59221341643600,1201-1,True
59221374873650,214-1,True
59221374971700,1201-2,True
59221374971712,1201-1,True
59221408201063,214-1,True
59221408299788,1201-2,True
59221408299800,1201-1,True
59221441532200,214-1,True
59221441627875,1201-2,True
59221441627887,1201-1,True
59221475708615,214-1,True
59221475803965,1201-2,True
59221475803977,1201-1,True
59221508283875,214-1,True
59221508380051,1201-2,True
59221508380063,1201-1,True
59221541611250,214-1,True
59221541708138,1201-2,True
59221541708150,1201-1,True
59221574938693,214-1,True
59221575036243,1201-2,True
59221575036255,1201-1,True
59221608266173,214-1,True
59221608364399,1201-2,True
59221608364411,1201-1,True
59221641597356,214-1,True
59221641692532,1201-2,True
59221641692544,1201-1,True
59221674924700,214-1,True
59221675020549,1201-2,True
59221675020561,1201-1,True
59221708266875,214-1,True
59221708348515,1201-2,True
59221708348527,1201-1,True
59221741591300,214-1,True
59221741676901,1201-2,True
59221741676913,1201-1,True
59221774923765,214-1,True
59221775004940,1201-2,True
59221775004952,1201-1,True
59221808241613,214-1,True
59221808333039,1201-2,True
59221808333051,1201-1,True
59221841568287,214-1,True
59221841661137,1201-2,True
59221841661149,1201-1,True
59221874896135,214-1,True
59221874989235,1201-2,True
59221874989247,1201-1,True
59221908220733,214-1,True
59221908317334,1201-2,True
59221908317346,1201-1,True
59221941547640,214-1,True
59221941645491,1201-2,True
59221941645503,1201-1,True
59221974877273,214-1,True
59221974973748,1201-2,True
59221974973760,1201-1,True
59222008212677,214-1,True
59222008301777,1201-2,True
59222008301789,1201-1,True
59222041543256,214-1,True
59222041629806,1201-2,True
59222041629818,1201-1,True
59222074860930,214-1,True
59222074957856,1201-2,True
59222074957868,1201-1,True
59222108198465,214-1,True
59222108285979,1201-2,True
59222108285991,1201-1,True
59222141516044,214-1,True
59222141614144,1201-2,True
59222141614156,1201-1,True
59222174884835,214-1,True
59222174974310,1201-2,True
59222174974322,1201-1,True
59222208214462,214-1,True
59222208302476,1201-2,True
59222208302488,1201-1,True
59222241533003,214-1,True
59222241630641,1201-1,True
59222241630641,1201-2,True
59222274865736,214-1,True
59222274958786,1201-2,True
59222274958798,1201-1,True
59222308195588,214-1,True
59222308286851,1201-2,True
59222308286863,1201-1,True
59222341520028,214-1,True
59222341614878,1201-2,True
59222341614890,1201-1,True
59222374882245,214-1,True
59222374974971,1201-2,True
59222374974983,1201-1,True
59222408210991,214-1,True
59222408303091,1201-2,True
59222408303103,1201-1,True
59222441535787,214-1,True
59222441631212,1201-2,True
59222441631224,1201-1,True
59222474959333,1201-2,True
59222474959345,1201-1,True
59222474996445,214-1,True
59222508190154,214-1,True
59222508287454,1201-2,True
59222508287466,1201-1,True
59222541521899,214-1,True
59222541615575,1201-2,True
59222541615587,1201-1,True
59222574875909,214-1,True
59222574975709,1201-2,True
59222574975721,1201-1,True
59222608209084,214-1,True
59222608303884,1201-2,True
59222608303896,1201-1,True
59222641541046,214-1,True
59222641632059,1201-2,True
59222641632071,1201-1,True
59222674870877,214-1,True
59222674960227,1201-2,True
59222674960239,1201-1,True
59222708195596,214-1,True
59222708288359,1201-2,True
59222708288371,1201-1,True
59222741525146,214-1,True
59222741616447,1201-2,True
59222741616459,1201-1,True
59222774882109,214-1,True
59222774976534,1201-2,True
59222774976546,1201-1,True
59222808211863,214-1,True
59222808304626,1201-2,True
59222808304638,1201-1,True
59222841534209,214-1,True
59222841632722,1201-2,True
59222841632734,1201-1,True
59222874865293,214-1,True
59222874960768,1201-2,True
59222874960780,1201-1,True
59222908192691,214-1,True
59222908288829,1201-2,True
59222908288841,1201-1,True
59222941520197,214-1,True
59222941616997,1201-2,True
59222941617009,1201-1,True
59222974881052,214-1,True
59222974977027,1201-2,True
59222974977039,1201-1,True
59223008208288,214-1,True
59223008304924,1201-2,True
59223008304936,1201-1,True
59223041535188,214-1,True
59223041632489,1201-2,True
59223041632501,1201-1,True
59223074870313,214-1,True
59223074960864,1201-2,True
59223074960876,1201-1,True
59223108187813,214-1,True
59223108289239,1201-2,True
59223108289251,1201-1,True
59223141526579,214-1,True
59223141617504,1201-2,True
59223141617516,1201-1,True
59223174886304,214-1,True
59223174945568,1201-2,True
59223174945580,1201-1,True
59223208213749,214-1,True
59223208305672,1201-2,True
59223208305684,1201-1,True
59223241540460,214-1,True
59223241633062,1201-2,True
59223241633074,1201-1,True
59223274868264,214-1,True
59223274961528,1201-2,True
59223274961540,1201-1,True
59223308196019,214-1,True
